gameid,gamename,nratings,gamerank
41569,The Great Fire of London 1666,1402,2045
,,,
122294,Ascension: Immortal Heroes,1400,972
143404,Castellion,1400,1345
3972,Catan: Portable Edition,1399,1701
,,,
30241,Patrician,1399,1898
38823,Conflict of Heroes: Storms of Steel! – Kursk 1943,1399,715
205046,Capital Lux,1399,1246
40832,Keltis: Das Kartenspiel,1397,1755
153097,Heroes Wanted,1396,1707
40770,The Golden City,1394,1917
141932,The Agents,1394,2557
146221,Forge War,1391,1064
91984,Québec,1389,1182
129736,Kakerlakenpoker Royal,1388,1438
175307,Adventure Time Love Letter,1388,1202
4209,Monza,1387,1978
27048,Duel in the Dark,1386,1893
1768,Fireball Island,1384,2598
40508,Scrabble Slam!,1384,17060
1419,Pylos,1383,2643
138431,Galaxy Defenders,1383,991
177802,Smash Up: It's Your Fault!,1383,838
29109,Dust,1382,2294
35488,The Name of the Rose,1382,1659
,,,
198953,Pax Renaissance,1382,548
,,,
124380,Ladies & Gentlemen,1380,2077
135116,Rent a Hero,1380,2405
27463,Galactic Emperor,1379,1859
117,Ta Yü,1378,1425
,,,
,,,
73316,Magnum Sal,1376,1372
,,,
75476,Inca Empire,1375,1252
,,,
10167,Zombies!!! 4: The End...,1374,3299
11231,Snorta!,1374,3436
158889,Summoner Wars: Alliances Master Set,1373,473
165838,Space Hulk (fourth edition),1373,664
40444,Livingstone,1372,2300
,,,
,,,
222,Space Beans,1369,3331
24304,Unspeakable Words,1369,2811
,,,
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,1368,1021
2603,The Lord of the Rings Trading Card Game,1367,1656
1484,Clue: The Great Museum Caper,1366,1799
128554,Völuspá,1365,1802
191004,My First Stone Age,1364,1791
96613,Alcatraz: The Scapegoat,1363,2499
4864,Scene It? Movie,1359,15162
,,,
136056,Asante,1357,1498
,,,
,,,
193737,Star Trek Panic,1352,1332
175878,504,1350,2435
12346,Spooky Stairs,1349,2367
12681,Neuland,1349,2121
15033,Australia,1348,2162
200847,Secrets,1348,2087
,,,
182351,Thief's Market,1347,2075
,,,
244654,Wildlands,1346,975
1297,Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition,1345,15054
31133,Ice Flow,1345,2335
234669,Legacy of Dragonholt,1344,983
29581,Tomb,1343,2640
,,,
75,Falling,1341,15012
200,Entdecker,1341,2240
3267,Pizarro & Co.,1341,2035
59,Giganten,1340,1719
833,For the People,1340,763
180602,Game of Trains,1339,2503
202583,Rise of Tribes,1338,1065
9,El Caballero,1336,2232
550,Barbarossa,1336,2539
8222,Spank the Monkey,1336,4582
21464,California,1336,2788
19947,Ark,1335,2692
143175,Kashgar: Merchants of the Silk Road,1335,1230
,,,
118705,Ghost Blitz 2,1334,1712
193739,Jórvík,1333,1570
3236,WildLife,1332,1841
235,Blackbeard,1331,2655
40831,The Pillars of the Earth: Builders Duel,1331,2021
,,,
87890,Prêt-à-Porter,1331,1144
310,Wizard's Quest,1330,3273
2065,Shogi,1328,1165
146735,Munchkin Adventure Time,1328,2489
28181,Combat Commander: Pacific,1327,528
2750,Imaginiff,1326,14975
,,,
163640,Eminent Domain: Microcosm,1325,2111
,,,
203780,Power Grid: The Card Game,1323,1586
176371,Explorers of the North Sea,1322,1045
66510,The Red Dragon Inn 3,1320,1331
125311,Okiya,1318,1989
,,,
,,,
2290,Phantoms vs Phantoms,1314,2492
,,,
10816,Blackjack,1313,17130
3154,Nautilus,1312,2500
73070,Olympus,1312,1559
76150,Revolver,1312,1540
262215,Blackout: Hong Kong,1311,868
,,,
108,TAMSK,1308,1721
9408,Dos Rios,1306,2321
27385,Alchemist,1306,2817
251678,Railroad Ink: Blazing Red Edition,1306,1136
154634,Yardmaster,1305,2461
15953,Wings of War: Burning Drachens,1303,1335
218121,Dice Hospital,1303,1224
,,,
66849,Safranito,1301,1509
148290,Longhorn,1301,2034
218311,Deckscape: Test Time,1300,1651
25234,Catan Histories: Struggle for Rome,1299,2315
163930,Abracada...What?,1299,2073
193557,Android: Mainframe,1299,1829
193560,Escape the Room: Mystery at the Stargazer's Manor,1299,1937
19427,Gemblo,1298,1665
,,,
,,,
2379,Guesstures,1296,4359
15600,Kreta,1296,1545
130877,Blood Bound,1296,2003
29603,D-Day at Omaha Beach,1295,511
104581,Panic on Wall Street!,1295,1403
,,,
,,,
9675,La Strada,1294,2984
172931,Outfoxed!,1294,1208
847,Feudal,1293,3988
,,,
,,,
154301,The Battle at Kemble's Cascade,1293,1752
38984,Mow,1292,3008
63706,11 nimmt!,1292,2731
348,Merchants of the Middle Ages,1291,1726
68264,No Retreat! The Russian Front,1291,711
2808,The Russian Campaign,1289,1206
165948,Mangrovia,1289,1209
293,Bamboleo,1287,2495
,,,
234671,Pandemic: Rising Tide,1286,767
37734,Cavum,1284,1798
,,,
121423,Skyline,1281,3735
2961,Confusion:  Espionage and Deception in the Cold War,1280,1288
,,,
2557,Castle Risk,1279,16479
132544,Tesla vs. Edison: War of Currents,1279,1821
153318,Dimension,1279,1595
27,Supremacy,1278,14719
143157,SOS Titanic,1278,1897
32165,Darjeeling,1277,2124
37696,The Stars Are Right,1276,2740
65673,Masques,1276,2215
15954,Conquest of Paradise,1275,1549
154003,Pagoda,1275,1837
,,,
156138,Happy Pigs,1274,1561
172996,The King Is Dead,1273,1285
187680,Quests of Valeria,1270,1410
127127,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,1269,1767
,,,
172546,Parfum,1266,2228
2288,Blood Bowl (Second Edition),1265,1807
73863,Grimoire,1265,2381
27940,RattleSnake,1264,4614
46396,Ubongo 3-D,1264,1261
138649,DC Comics Dice Masters: Justice League,1264,993
3452,Emerald,1263,2542
1499,World in Flames,1262,1055
163805,Transatlantic,1262,1219
229,King of the Elves,1261,2919
222542,Otys,1261,1386
201248,Evolution: The Beginning,1260,1783
67180,Tikal II: The Lost Temple,1258,1565
245643,Luxor,1258,1232
,,,
,,,
234477,Battle for Rokugan,1257,960
141,Andromeda,1256,2512
,,,
244331,Blue Lagoon,1255,1128
229265,Wendake,1253,833
4610,Lord of the Rings: The Duel,1252,4331
39242,Black Friday,1251,2054
96260,Dominant Species: The Card Game,1251,3706
1604,The Mad Magazine Game,1250,17109
154906,Isle of Trains,1250,1594
230303,Unlock! The House on the Hill,1250,1280
6281,Eketorp,1249,2606
86073,5 Second Rule,1249,15601
218293,Rise to Nobility,1248,1470
300,Tutankhamen,1247,3337
242639,Treasure Island,1247,1146
3655,The Settlers of Canaan,1246,2177
126996,King's Forge,1246,1524
94104,Omen: A Reign of War,1245,1038
216094,Unlock! The Island of Doctor Goorse,1245,1653
,,,
233676,Noria,1243,2059
240196,Betrayal Legacy,1243,666
1315,Africa,1241,3835
12632,Goldbräu,1241,2432
8172,Coyote,1240,2005
6205,Europe Engulfed,1238,1062
764,Mad Gab,1237,17086
,,,
963,The Gardens of the Alhambra,1234,3248
12205,In a Pickle,1234,17123
212516,Keyper,1233,1046
533,Labyrinth: The Card Game,1232,11487
1552,Illuminati: New World Order,1232,2682
121073,Panic Lab,1232,3237
142296,Funemployed,1231,1670
111732,Kings of Air and Steam,1230,1530
180592,Steam Time,1230,1237
22532,Wings of War: The Dawn of World War II,1229,1716
190082,Whitehall Mystery,1229,816
,,,
21287,Bison: Thunder on the Prairie,1227,2617
,,,
187273,The Dresden Files Cooperative Card Game,1227,1459
19989,Robber Knights,1225,3228
207243,The City of Kings,1225,762
96007,The New Era,1224,927
128664,Timeline,1222,2382
,,,
152053,Lagoon: Land of Druids,1221,2609
433,Shark,1219,1999
,,,
152242,Ultimate Werewolf: Deluxe Edition,1218,1448
,,,
231696,Bob Ross: Art of Chill Game,1217,1618
386,Pirateer,1216,16117
3139,Goldland,1216,1914
170624,Crusaders: Thy Will Be Done,1216,840
206803,Warsaw: City of Ruins,1215,1051
8166,Anno 1503,1214,2831
22192,HeroQuest Advanced Quest,1214,1462
146816,Sanssouci,1214,1324
,,,
15878,Rummy,1213,6665
37836,Julius Caesar,1213,811
84159,Junta: Viva el Presidente!,1212,2538
932,Top Race,1211,1775
205418,Agricola: Family Edition,1210,1312
19995,Canal Mania,1209,1585
40531,Cosmic Encounter,1209,2551
126444,The Hobbit Card Game,1209,16965
131891,Lost Legends,1208,2260
8522,Ninja Burger,1205,12332
29456,Infernal Contraption,1204,4888
30166,"The Good, the Bad, and the Munchkin",1203,3394
1589,Star Fleet Battles,1202,1838
223049,Custom Heroes,1202,1691
,,,
1265,Mystery Rummy: Jekyll & Hyde,1199,2037
5339,Monopoly Junior,1198,17140
42898,Pocket Battles: Celts vs. Romans,1198,2490
21892,Augsburg 1520,1197,2331
,,,
8207,Dungeoneer: Vault of the Fiends,1196,2812
154259,Province,1196,2648
31479,Ubongo Extreme,1195,1703
24157,Order of the Stick Adventure Game: The Dungeon of Dorukan,1193,6123
,,,
,,,
178613,Star Trek: Five-Year Mission,1189,2390
157958,DungeonQuest Revised Edition,1188,1514
5534,Light Speed,1187,2620
10550,Big Boggle,1187,1761
126100,Mythos Tales,1187,1019
227456,Escape the Dark Castle,1187,1461
128898,New Amsterdam,1186,1388
31808,GUBS: A Game of Wit and Luck,1185,4364
124052,Cinque Terre,1185,1449
164,"Before I Kill You, Mister Spy...",1183,16565
230408,Monopoly Gamer,1183,2575
,,,
93538,Battleship Galaxies,1182,2138
,,,
,,,
1662,"Napoleon: The Waterloo Campaign, 1815",1181,1187
118000,Africana,1181,1845
158109,Onward to Venus,1181,1633
142961,Thunderstone Advance: Numenera,1179,1150
8668,Igloo Pop,1178,2844
,,,
,,,
127518,A Distant Plain,1176,693
187653,Covert,1176,1264
217780,Gentes,1176,889
7682,Go Fish,1175,17157
9202,Saga,1175,5439
143401,Yunnan,1175,1352
10496,Camelot Legends,1174,3663
230304,Unlock! The Nautilus' Traps,1174,3890
15157,Amazonas,1173,2719
19348,Byzantium,1173,1714
182340,Star Trek: Frontiers,1173,728
109779,Garden Dice,1172,1947
199383,Calimala,1172,1286
,,,
4492,Trivial Pursuit: 20th Anniversary Edition,1170,17022
84469,Fürstenfeld,1170,2210
180198,Rolling America,1170,2408
24935,Anima: Shadow of Omega,1169,5855
249381,The Estates,1169,937
,,,
30,Dark Tower,1165,2301
181761,Plums,1165,2033
247236,Duelosaur Island,1165,1057
19419,Euphrates & Tigris: Contest of Kings,1164,3643
,,,
,,,
144761,"Going, Going, GONE!",1163,3016
19650,Il Principe,1162,2476
,,,
168054,Grifters,1160,1771
,,,
235375,Spirits of the Forest,1158,1573
239464,Palm Island,1157,1061
10799,Old Maid,1155,17156
137776,Praetor,1155,2120
244115,Shards of Infinity,1154,1060
226522,Exit: The Game – Dead Man on the Orient Express,1152,697
423,1856: Railroading in Upper Canada from 1856,1151,966
254,Empires in Arms,1150,1099
3728,Ker Plunk,1150,17112
179460,Stronghold (2nd edition),1150,928
262712,Res Arcana,1150,790
16398,War,1148,17164
2633,DOG,1147,2670
,,,
163370,Carcassonne: Gold Rush,1147,1333
168998,Marvel Dice Masters: Age of Ultron,1147,1163
,,,
,,,
,,,
227515,Riverboat,1146,1009
244995,Illusion,1146,1748
109125,Wallenstein (second edition),1145,901
244916,Drop It,1143,1592
692,Wizard Kings,1141,1967
,,,
29687,Leaping Lemmings,1140,2394
242804,Lowlands,1139,1084
31506,Ziegen Kriegen,1138,3296
162559,Smash Up: Munchkin,1136,2110
1442,Victory in the Pacific,1135,1363
42124,Dungeon Twister 2: Prison,1134,1228
112869,Munchkin Apocalypse,1134,2700
1758,Advanced Heroquest,1133,2182
123885,Pick-a-Dog,1133,3128
5825,Paris Paris,1132,3090
37728,Rock the Beat,1132,2780
38657,Cities,1131,2488
164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",1131,909
,,,
1962,Tribond,1130,16978
158742,Yardmaster Express,1127,4902
227758,Kokoro: Avenue of the Kodama,1127,1664
1561,Clue Master Detective,1126,2320
129459,Duel of Ages II,1126,1148
144415,Nauticus,1126,1535
230251,Mint Delivery,1126,2773
155173,Subdivision,1125,2322
,,,
198830,"Heroes of Land, Air & Sea",1124,908
1459,Sharp Shooters,1123,2554
22245,Times Square,1123,2796
,,,
,,,
158572,Waggle Dance,1123,1501
,,,
,,,
,,,
24396,War on Terror,1120,3893
,,,
936,The Fury of Dracula,1119,1717
1491,Outpost,1119,1766
,,,
,,,
5130,Afrikan tähti,1118,17124
,,,
223215,Flip Ships,1118,1378
2818,UNO Attack!,1117,16848
25584,If Wishes Were Fishes!,1117,2345
542,Democrazy,1115,14656
56707,Colonia,1115,2165
392,Brawl,1114,2765
,,,
670,Starship Troopers,1113,2563
,,,
98242,Star Trek Deck Building Game: The Next Generation,1110,2590
1157,Save Doctor Lucky,1108,5553
11825,Empire of the Sun,1108,780
169318,City of Spies: Estoril 1942,1108,1450
250442,Crypt,1108,1733
3886,Nine Men's Morris,1107,16793
,,,
163920,Gaïa,1107,2901
296,Medieval Merchant,1106,1868
34320,Shanghaien,1106,2219
76247,Eaten by Zombies!,1106,4745
133528,City of Remnants,1105,1792
218509,Empires of the Void II,1105,1008
227072,The Chameleon,1105,2012
137,Pass the Bomb,1103,5017
,,,
59753,Priests of Ra,1103,1760
128721,Crisis,1103,948
,,,
251420,Choose Your Own Adventure: House of Danger,1103,2115
,,,
35572,Strozzi,1101,1909
118610,Santa Cruz,1101,1980
26457,Successors (third edition),1100,1043
205045,Avenue,1099,1614
205317,DOOM: The Board Game,1098,1179
25685,Blackbeard,1097,3540
36739,Black Sheep,1097,4240
171835,Posthuman,1096,2356
620,We the People,1095,1236
,,,
65200,Asteroyds,1095,2669
128063,Uchronia,1095,2330
2456,The Hobbit: The Defeat of Smaug,1094,17100
75547,Shipwrights of the North Sea,1093,2509
102148,NOIR: Deductive Mystery Game,1093,2184
8481,Crusader Rex,1089,1415
129293,Gauntlet of Fools,1087,4128
58798,Cardcassonne,1086,2956
8195,Viva Topo!,1085,1789
,,,
1376,Serengeti,1084,3218
3353,World War II: Barbarossa to Berlin,1084,1354
130899,12 Days,1084,2318
,,,
31552,Wings of War: Deluxe Set,1083,1304
171662,Neanderthal,1083,1152
13362,"Warhammer 40,000 (fourth edition)",1081,2707
,,,
119632,IOTA,1080,3164
194232,Rick and Morty: Total Rickall Card Game,1080,3167
230383,Memoarrr!,1080,1608
230267,Dice Settlers,1079,1597
17557,Super Farmer,1078,10857
35248,Batavia,1077,2687
,,,
2535,Valley of the Mammoths,1076,2754
8490,Age of Napoleon,1076,1879
,,,
,,,
71676,Back to the Future: The Card Game,1074,5810
58602,Cable Car,1073,2023
22398,10 Days in Asia,1072,2047
39813,Qwirkle Cubes,1071,2221
13286,Gloria Mundi,1070,3631
,,,
17970,Axis & Allies Miniatures,1069,2762
129904,Shadows over Camelot: The Card Game,1069,6128
427,Grass,1068,5023
2081,The Civil War,1068,1037
101,Detroit-Cleveland Grand Prix,1067,1865
,,,
3343,Go For Broke,1067,17118
192638,Multiuniversum,1065,2062
224821,One Deck Dungeon: Forest of Shadows,1065,1279
980,Al Cabohne,1063,4187
4553,Attribute,1063,2711
76417,Poseidon,1063,1505
,,,
19996,Nacht der Magier,1061,2086
170587,Don't Mess with Cthulhu,1061,1699
,,,
41003,Keltis: Der Weg der Steine Mitbringspiel,1059,2496
,,,
,,,
1194,Speed Circuit,1055,1822
166857,Antike II,1055,1087
15126,Advanced Squad Leader: Starter Kit #2,1054,852
88827,Battle Cry: 150th Civil War Anniversary Edition,1054,1056
119407,Dixit Jinx,1054,5794
206504,The Blood of an Englishman,1054,1974
2533,Kupferkessel Co.,1053,1683
798,Ace of Aces: Handy Rotary Series,1052,1696
941,Turbo Taxi,1052,3784
7098,Monopoly: Deluxe Edition,1051,17003
6738,Quicksand,1050,3586
230305,Unlock! The Tonipal's Treasure,1050,1411
163154,Falling Sky: The Gallic Revolt Against Caesar,1049,797
165872,Liberty or Death: The American Insurrection,1048,859
223779,Pocket Mars,1048,2328
136594,Dragon's Hoard,1047,2570
,,,
,,,
258244,Discover: Lands Unknown,1046,4153
223,Expedition,1045,1801
29903,Chang Cheng,1045,3360
3234,Dschunke,1044,2102
,,,
173156,Timeline Challenge,1044,1528
25491,Alhambra: The Dice Game,1043,3247
,,,
,,,
,,,
,,,
,,,
,,,
125046,Fantastiqa: The Rucksack Edition,1041,1615
1860,Dragon Dice,1040,7611
90870,Pelican Cove,1040,1920
128931,Noblemen,1040,1663
154443,Madame Ching,1039,2413
71655,Wok Star,1038,1945
28396,It's Alive!,1037,2940
149809,Escape: Zombie City,1037,1797
248158,Thanos Rising: Avengers Infinity War,1037,1529
,,,
37165,"Warhammer 40,000 (fifth edition)",1035,2104
,,,
7929,Dungeons & Dragons Miniatures,1033,2595
,,,
,,,
,,,
249259,War Chest,1032,837
26859,Kragmortha,1031,6394
1933,Key to the Kingdom,1030,16854
166571,Tramways,1030,1086
172547,Queen's Architect,1030,1723
633,Elixir,1029,14903
25574,Gin Rummy,1029,3362
31503,Slide 5,1029,2375
22948,Munchkin Impossible,1028,4938
,,,
192945,Coal Baron: The Great Card Game,1028,1394
206940,Carcassonne: Amazonas,1028,1444
,,,
,,,
6955,Reiner Knizia's Decathlon,1026,3121
75212,Grand Cru,1025,1804
3632,Too Many Cooks,1024,2821
45748,Carcassonne: Wheel of Fortune,1024,1621
145308,Marrying Mr. Darcy,1024,2941
,,,
30932,Lascaux,1021,2789
93724,Black Gold,1021,1812
626,War and Peace,1020,2292
220775,Codenames: Disney Family Edition,1020,1900
,,,
17104,Canasta,1017,2918
63740,Hotel Samoa,1017,3001
,,,
159406,Portal: The Uncooperative Cake Acquisition Game,1017,3137
7708,Hisss,1015,9772
103660,VivaJava: The Coffee Game,1015,1741
,,,
193840,The Dragon & Flagon,1014,2513
1381,Pokémon Master Trainer,1013,14131
1426,Lord of the Rings: The Search,1013,17048
75091,Norenberc,1012,1852
3510,Battle of the Sexes,1010,17155
,,,
4741,Warmachine,1007,1487
37231,Comuni,1007,2100
113873,"The Hunters: German U-Boats at War, 1939-43",1007,1066
202732,Raise Your Goblets,1007,3730
156548,Super Dungeon Explore: Forgotten King,1006,1777
,,,
5795,Richelieu,1004,2214
99120,The Walking Dead: The Board Game,1004,7652
147,Crude: The Oil Game,1003,2001
42244,Martinique,1003,3060
180771,Teenage Mutant Ninja Turtles: Shadows of the Past,1003,1249
184346,Go Nuts for Donuts,1003,2377
,,,
144388,Elevenses,1002,3112
184491,Spaceteam,1002,2224
247,Gloria Picktoria,1001,2723
62853,JAB: Realtime Boxing,1001,3076
174476,10' to Kill,1001,2856
57660,Time's Up! Edición Azul,1000,1339
,,,
269210,Twice As Clever,1000,979
368,Relationship Tightrope,999,3297
18333,Nature Fluxx,999,5762
,,,
,,,
,,,
,,,
171129,Spinderella,998,2537
185196,Rising 5: Runes of Asteros,997,1992
29198,Inn-Fighting,996,4953
4154,Yu-Gi-Oh! Trading Card Game,995,6175
,,,
100679,Ultimate Warriorz,995,1973
,,,
202977,Cytosis: A Cell Biology Board Game,994,1604
234396,Muse,994,1860
511,Silverton,993,1556
,,,
145588,Citrus,993,1562
1302,Cosmic Wimpout,991,4872
5767,Mammoth Hunters,991,3512
6546,Labyrinth,991,17119
23985,Midgard,991,2288
123955,Thunderbolt Apache Leader,991,804
3870,7 Ages,990,1655
23679,Warriors of God,990,1194
27389,Smart Ass,990,16830
,,,
20750,Black Stories 2,989,3306
,,,
110524,"Goblins, Inc.",989,2593
116858,Noah,989,2532
175549,Salem 1692,989,1800
143075,Luchador! Mexican Wrestling Dice,988,2645
95,Igel Ärgern,987,2695
631,Daytona 500,987,1531
,,,
75789,Mai-Star,986,2401
83667,First Train to Nuremberg,986,1543
161226,The Builders: Antiquity,986,1907
97357,Sunrise City,985,2196
150926,Roll Through the Ages: The Iron Age,985,2191
,,,
,,,
,,,
173275,Ghostbusters: The Board Game,984,3041
16497,Rat Hot,983,2932
112092,Shadowrift,982,1527
191597,Dale of Merchants 2,982,1353
215312,Stop Thief!,982,1680
34969,Ubongo: Duel,980,1774
241831,Reykholt,980,1922
1621,Mutant Chronicles: Siege of the Citadel,978,1875
,,,
244049,Forum Trajanum,978,1234
192,Nicht die Bohne!,977,2784
,,,
,,,
,,,
,,,
9851,Shut the Box,975,17072
,,,
3852,Star Trek: Customizable Card Game (first edition),974,4655
27172,Ponte del Diavolo,974,2437
27532,Vineta,974,3328
255507,Orbis,974,2022
,,,
,,,
153737,Ships,972,1784
229892,Container: 10th Anniversary Jumbo Edition!,972,890
286,Machiavelli,971,1709
2932,Hnefatafl,971,2591
54361,Heroscape Master Set:  Battle for the Underdark,971,1253
155693,Game of Thrones: Westeros Intrigue,971,16885
7719,Arena Maximus,970,4971
42743,Opera,970,2344
